gene	source
ATP6V1A	DGIdb
ADGRB2	DGIdb
HIVEP2	DGIdb
CEBPB	DGIdb
ESA4	DGIdb
ERVT1	DGIdb
ERPL2	DGIdb
KDM4D	DGIdb
GPX2	DGIdb
GK2	DGIdb
CRYGB	DGIdb
CRYBB3	DGIdb
FRA7G	DGIdb
SUFU	DGIdb
HPCA	DGIdb
CEP43	DGIdb
AKR1C4	DGIdb
ZFP91-CNTF	DGIdb
PDGFA	DGIdb
EIF2B1	DGIdb
TANC2	DGIdb
TMSB4X	DGIdb
TAF1	DGIdb
MOCOS	DGIdb
RPS12	DGIdb
EIF4H	DGIdb
NUBPL	DGIdb
LMO2	DGIdb
ACTG1P9	DGIdb
MAP3K13	DGIdb
RPL19	DGIdb
RPL22	DGIdb
HEXA	DGIdb
KYAT1	DGIdb
YWHAG	DGIdb
PADI3	DGIdb
MLST8	DGIdb
DFFB	DGIdb
DOCK10	DGIdb
PAX2	DGIdb
PPIB	DGIdb
PPP1R1B	DGIdb
SLC2A5	DGIdb
SOCS1	DGIdb
TFPI2	DGIdb
SRSF2	DGIdb
ZNF423	DGIdb
NUP153	DGIdb
SORCS2	DGIdb
TTK	DGIdb
RGS17	DGIdb
SYNE3	DGIdb
LST1	DGIdb
CTNNA3	DGIdb
SACM1L	DGIdb
CES1P1	DGIdb
CAPN10	DGIdb
INSRR	DGIdb
IPO13	DGIdb
CD247	DGIdb
RARRES1	DGIdb
DDX5	DGIdb
GAPDHP69	DGIdb
CSRP2P1	DGIdb
AMFR	DGIdb
MEGF6	DGIdb
DBN1	DGIdb
HMS1	DGIdb
CASP5	DGIdb
CYP2D7BP	DGIdb
TSC22D3	DGIdb
DSC2	DGIdb
ALDOB	DGIdb
ALDOC	DGIdb
GFRA1	DGIdb
BIK	DGIdb
HINT1	DGIdb
GRB7	DGIdb
SLC47A2	DGIdb
NIM1K	DGIdb
FOXG1	DGIdb
HOXC6	DGIdb
CRYGC	DGIdb
VIPR2	DGIdb
TRX-CAT1-2	DGIdb
UBA1	DGIdb
SRR	DGIdb
RRAS2	DGIdb
SLC38A1	DGIdb
IRF3	DGIdb
CRYZP1	DGIdb
DDHD1	DGIdb
CSK	DGIdb
FOXP3	DGIdb
MAP3K1	DGIdb
CPN2	DGIdb
ADAR	DGIdb
PDYN	DGIdb
CST4	DGIdb
PON1	DGIdb
MAD1L1	DGIdb
GPNMB	DGIdb
CFB	DGIdb
PDE6C	DGIdb
PDE6G	DGIdb
PDE1C	DGIdb
CDK13	DGIdb
CDK14	DGIdb
TNFSF13	DGIdb
RPL7A	DGIdb
CYBB	DGIdb
HSD17B3	DGIdb
PLK2	DGIdb
OPN1LW	DGIdb
PIPSL	DGIdb
PSME4	DGIdb
CD163	DGIdb
ICAM2	DGIdb
IFIT2	DGIdb
MSR1	DGIdb
NCF1	DGIdb
NR6A1	DGIdb
SCG5	DGIdb
SLAMF6	DGIdb
ST13	DGIdb
FGD4	DGIdb
STX1B	DGIdb
PRPF31	DGIdb
SULT1E1	DGIdb
MCPH1	DGIdb
FGF14	DGIdb
N6AMT1	DGIdb
C8ORF34	DGIdb
FTCDNL1	DGIdb
UMOD	DGIdb
IL1RN	DGIdb
CCT3	DGIdb
NOX3	DGIdb
SCN4B	DGIdb
EIF5A	DGIdb
PTMA	DGIdb
GLRA3	DGIdb
HSP90B1	DGIdb
NCL	DGIdb
DDX6	DGIdb
AGTRL2	DGIdb
SERPINB1	DGIdb
COX10	DGIdb
EDAR	DGIdb
ATN1	DGIdb
SLC2A3	DGIdb
GUCA1A	DGIdb
DFNB13	DGIdb
IL15RA	DGIdb
DFNB14	DGIdb
BNIP3L	DGIdb
FRA2F	DGIdb
MMP16	DGIdb
SEPTIN7	DGIdb
GYS2	DGIdb
AP1B1	DGIdb
GKP4	DGIdb
GJA8	DGIdb
CDH12	DGIdb
FKBP1B	DGIdb
TTN	DGIdb
MIA	DGIdb
STIM1	DGIdb
PDE6A	DGIdb
BHMT	DGIdb
CERKL	DGIdb
TLK2	DGIdb
TBX21	DGIdb
GPR20	DGIdb
SVEP1	DGIdb
GNG7	DGIdb
FBN1	DGIdb
ATP5PF	DGIdb
IGFBP5	DGIdb
ADGRB1	DGIdb
NUMA1	DGIdb
DSG3	DGIdb
KCNMB2	DGIdb
SYNE2	DGIdb
ITGA5	DGIdb
KMT2D	DGIdb
CPSF3	DGIdb
MXI1	DGIdb
NPTN	DGIdb
SNW1	DGIdb
TCN1	DGIdb
YY1	DGIdb
ZRSR2	DGIdb
PFDN4	DGIdb
MTHFD1	DGIdb
ACSS2	DGIdb
FGFR3P1	DGIdb
TNFAIP3	DGIdb
KIR2DS4	DGIdb
CRISPLD2	DGIdb
CPA6	DGIdb
HNF1B	DGIdb
POLR1HASP	DGIdb
FZD3	DGIdb
DCBLD1	DGIdb
ASL	DGIdb
PARP11	DGIdb
MTRF1L	DGIdb
PON2	DGIdb
FGFBP2	DGIdb
FGFRL1	DGIdb
IPO9	DGIdb
IPO11	DGIdb
TSLP	DGIdb
LINC00273	DGIdb
EFNB1	DGIdb
GZMH	DGIdb
STOM	DGIdb
ERCC3	DGIdb
GZMM	DGIdb
HCL2	DGIdb
SLCO4A1	DGIdb
F13A3	DGIdb
DVL1	DGIdb
HOXA3	DGIdb
NAE1	DGIdb
FES	DGIdb
PSMD10P1	DGIdb
CTSD	DGIdb
SAMD3	DGIdb
SLC1A5	DGIdb
TPSAB1	DGIdb
UBE2D1	DGIdb
PICALM	DGIdb
DAOA	DGIdb
PPP3R1	DGIdb
ARHGEF10	DGIdb
SLC19A3	DGIdb
USP24	DGIdb
METTL1	DGIdb
AFG2A	DGIdb
ADH1B	DGIdb
ABCA5	DGIdb
PTK7	DGIdb
FGF18	DGIdb
RBMXP1	DGIdb
CLNS1AP1	DGIdb
ELNL1	DGIdb
ELN	DGIdb
HOXD1	DGIdb
CTNND2	DGIdb
ERCM1	DGIdb
F2L	DGIdb
HOXC8	DGIdb
PRSS2	DGIdb
OAT	DGIdb
AXIN1	DGIdb
PKN1	DGIdb
CCL5	DGIdb
CD59	DGIdb
IGFBP4	DGIdb
NCF2	DGIdb
PER1	DGIdb
PLTP	DGIdb
SDS	DGIdb
CAT	DGIdb
AIFM2	DGIdb
RIMS1	DGIdb
OR10P1	DGIdb
NDUFA10	DGIdb
DST	DGIdb
CCDC77	DGIdb
KCNJ12	DGIdb
IRS4	DGIdb
ATG5	DGIdb
PLEKHH2	DGIdb
MT-ND3	DGIdb
NDUFA4L2	DGIdb
DUX1	DGIdb
C6	DGIdb
SIRPA	DGIdb
GRB10	DGIdb
CDKN2B	DGIdb
MSH5	DGIdb
NDUFB3	DGIdb
NDUFB2	DGIdb
NDUFC2	DGIdb
NDUFB10	DGIdb
NDUFS3	DGIdb
NDUFAF1	DGIdb
NDUFV2	DGIdb
TMEFF2	DGIdb
ANO1	DGIdb
NDUFB6	DGIdb
NDUFA6	DGIdb
MT-ND4L	DGIdb
MT-ND5	DGIdb
NDUFB1	DGIdb
MT-ND2	DGIdb
NDUFV1	DGIdb
NDUFA1	DGIdb
NDUFS2	DGIdb
NDUFB9	DGIdb
NDUFS8	DGIdb
NDUFC1	DGIdb
NDUFS5	DGIdb
TRBV7-9	DGIdb
TRGV3	DGIdb
TFR2	DGIdb
EEF1A1	DGIdb
MARK1	DGIdb
TPPP	DGIdb
GAK	DGIdb
RPS6KA4	DGIdb
CDKN1C	DGIdb
GDA	DGIdb
IRF1	DGIdb
SYP	DGIdb
CLOCK	DGIdb
EXOC4	DGIdb
INS-IGF2	DGIdb
MBOAT1	DGIdb
RBFOX3	DGIdb
ACVR2B	DGIdb
XPNPEP2	DGIdb
CLASP1	DGIdb
PCSK1	DGIdb
POMC	DGIdb
CXXC4	DGIdb
POLR1G	DGIdb
APLF	DGIdb
SPRY2	DGIdb
OSMR	DGIdb
TENM4	DGIdb
GNA13	DGIdb
KCNIP1	DGIdb
CLCC1	DGIdb
LKAAEAR1	DGIdb
MCOLN1	DGIdb
POM121L2	DGIdb
ZNF165	DGIdb
RAD18	DGIdb
PICK1	DGIdb
VAC14	DGIdb
MROH2A	DGIdb
ADGRV1	DGIdb
VASP	DGIdb
ORAI1	DGIdb
KRT6A	DGIdb
IL17C	DGIdb
KLK1	DGIdb
IL31	DGIdb
GLIPR1	DGIdb
SMG1	DGIdb
TLR6	DGIdb
JUP	DGIdb
DKK3	DGIdb
IDS	DGIdb
ENPEP	DGIdb
AGRP	DGIdb
MAN2C1	DGIdb
MAGEA4	DGIdb
KLK4	DGIdb
ALAD	DGIdb
MID1	DGIdb
DNAH8	DGIdb
GAD2	DGIdb
FRA22A	DGIdb
C1R	DGIdb
GJB1	DGIdb
SLC12A2	DGIdb
SLC25A10	DGIdb
CST2	DGIdb
ADAM8	DGIdb
FRA2H	DGIdb
MADCAM1	DGIdb
FRA5F	DGIdb
GABPB1	DGIdb
EBR4	DGIdb
FHL1	DGIdb
MBD4	DGIdb
H3C2	DGIdb
NBN	DGIdb
HERC2	DGIdb
ZHX2	DGIdb
DMWD	DGIdb
COD2	DGIdb
DEFA4	DGIdb
NDUFAF2	DGIdb
C4A	DGIdb
GUSM	DGIdb
MT-ND4	DGIdb
HOXC10	DGIdb
LPAR5	DGIdb
FHL2	DGIdb
SKIC3	DGIdb
SLC39A6	DGIdb
MT-ND6	DGIdb
NDUFA12	DGIdb
ACTG1P6	DGIdb
CD7	DGIdb
RFC1	DGIdb
MIR155	DGIdb
GNAI1	DGIdb
GK	DGIdb
NDUFB5	DGIdb
NDUFB7	DGIdb
NDUFS4	DGIdb
NDUFAB1	DGIdb
NDUFA4	DGIdb
XPNPEP1	DGIdb
RNPEP	DGIdb
RNPEPL1	DGIdb
HSPA1B	DGIdb
INTU	DGIdb
CRYZ	DGIdb
CCL1	DGIdb
CCK	DGIdb
HUS1	DGIdb
PMAIP1	DGIdb
THBS2	DGIdb
GANC	DGIdb
AKR1A1	DGIdb
CHST13	DGIdb
ANO2	DGIdb
ZNF804A	DGIdb
FSTL5	DGIdb
RGS19	DGIdb
BTN1A1	DGIdb
IGH	DGIdb
NUP107	DGIdb
BTF3P1	DGIdb
PARP14	DGIdb
AXIN2	DGIdb
CRYBG2	DGIdb
APCDD1	DGIdb
DHCR7	DGIdb
IGF2-AS	DGIdb
IL16	DGIdb
PPP1R13L	DGIdb
XPA	DGIdb
CCN4	DGIdb
WIF1	DGIdb
TANC1	DGIdb
NSUN3	DGIdb
LMNTD1	DGIdb
EIF2AK4	DGIdb
ZNF568	DGIdb
CNIH3	DGIdb
ZSCAN25	DGIdb
SLCO6A1	DGIdb
MFGE8	DGIdb
ASIC3	DGIdb
ASIC4	DGIdb
SLC52A2	DGIdb
ILK	DGIdb
RGS8	DGIdb
ZNF501	DGIdb
GPR17	DGIdb
AICDA	DGIdb
MC3R	DGIdb
WAS	DGIdb
OVGP1	DGIdb
F13B	DGIdb
FGF21	DGIdb
TRPM4	DGIdb
CHR	DGIdb
SGSH	DGIdb
USP14	DGIdb
UCHL5	DGIdb
CAMP	DGIdb
HDGF	DGIdb
TIMM8A	DGIdb
GLC1D	DGIdb
PARP1P2	DGIdb
AK1	DGIdb
FRA13A	DGIdb
GATA6	DGIdb
HLA-H	DGIdb
HOXB4	DGIdb
BFSP1	DGIdb
CTAG2	DGIdb
FGF19	DGIdb
POLRMT	DGIdb
NDUFA9	DGIdb
MAPK4	DGIdb
OR4D6	DGIdb
CLDN11	DGIdb
XPC	DGIdb
SP7	DGIdb
GSTA3	DGIdb
FBXL17	DGIdb
DFNB5	DGIdb
NDUFA5	DGIdb
NDUFB4	DGIdb
NDUFV3	DGIdb
FRA16C	DGIdb
NDUFA8	DGIdb
NDUFS6	DGIdb
TRAV29DV5	DGIdb
AOPEP	DGIdb
NCBP2	DGIdb
NCBP1	DGIdb
LY75	DGIdb
LILRA4	DGIdb
CD72	DGIdb
GGT7	DGIdb
LAT	DGIdb
SAP130	DGIdb
STK36	DGIdb
PAK5	DGIdb
EGR1	DGIdb
NOD1	DGIdb
MT1G	DGIdb
NRIP1	DGIdb
GADD45AP1	DGIdb
SPOPL	DGIdb
COL22A1	DGIdb
PAPPA2	DGIdb
CAMK4	DGIdb
CD96	DGIdb
ORM2	DGIdb
TMEM131L	DGIdb
SUMO4	DGIdb
YEATS4	DGIdb
MAN1B1	DGIdb
HMAB	DGIdb
LPAR6	DGIdb
TEP1	DGIdb
IL17B	DGIdb
DNPEP	DGIdb
MFAP1	DGIdb
C4BPB	DGIdb
PRLHR	DGIdb
HMGB2	DGIdb
GSTM5P1	DGIdb
CRY2	DGIdb
FRA7B	DGIdb
FRA5G	DGIdb
HLA-F	DGIdb
HOXC4	DGIdb
ELF5	DGIdb
GSTZ1	DGIdb
FNTAP2	DGIdb
SLC31A2	DGIdb
TUBB8B	DGIdb
NDUFA7	DGIdb
PGGT1B	DGIdb
NDUFS7	DGIdb
DOT1L	DGIdb
HOXC13	DGIdb
HOXC12	DGIdb
DOCK2	DGIdb
CA10	DGIdb
ACTG1P3	DGIdb
SLC13A3	DGIdb
NDUFA2	DGIdb
NDUFA11	DGIdb
NDUFAF4	DGIdb
CTAG1A	DGIdb
RNASE1	DGIdb
PTPN5	DGIdb
PAK3	DGIdb
TRPC5	DGIdb
MDK	DGIdb
OCLN	DGIdb
PI3	DGIdb
HMGCS2	DGIdb
ADAMTS18	DGIdb
CCDC70	DGIdb
SSU72	DGIdb
MR1	DGIdb
STEAP1	DGIdb
HOXD8	DGIdb
CDSN	DGIdb
FDX1P1	DGIdb
C6ORF15	DGIdb
CDH18	DGIdb
GLC#	DGIdb
CAPN5	DGIdb
CSH2	DGIdb
CLEC16A	DGIdb
NCOA7	DGIdb
PPP1R18	DGIdb
FUT2	DGIdb
MT-CO2	DGIdb
KAT5	DGIdb
STK33	DGIdb
BICD1	DGIdb
CSN2	DGIdb
CCN1	DGIdb
MAT1A	DGIdb
PPP1R3B	DGIdb
LAP3	DGIdb
CDH3	DGIdb
PPP5C	DGIdb
SHH	DGIdb
STK16	DGIdb
MST1	DGIdb
NR4A3	DGIdb
MT1A	DGIdb
TEX10	DGIdb
INVS	DGIdb
KMT2E	DGIdb
SULT1C3	DGIdb
GSTA2	DGIdb
GPR83	DGIdb
EHF	DGIdb
MAPK6	DGIdb
ADGRG7	DGIdb
ZMIZ1	DGIdb
MAN1A1	DGIdb
BRINP3	DGIdb
LUC7L2	DGIdb
UBASH3B	DGIdb
POMT2	DGIdb
PROZ	DGIdb
LIPG	DGIdb
NAGLU	DGIdb
GYS1	DGIdb
BYSL	DGIdb
HOXA4	DGIdb
ACTN1	DGIdb
ERVK3	DGIdb
VCAN	DGIdb
EBR3	DGIdb
FRA9C	DGIdb
RBL1	DGIdb
GLI4	DGIdb
FOXA1	DGIdb
HLA-DRB6	DGIdb
FGF6	DGIdb
FTH1	DGIdb
EED	DGIdb
EPHA10	DGIdb
PLEKHJ1	DGIdb
C1QC	DGIdb
C8B	DGIdb
NDUFB11	DGIdb
NDUFS1	DGIdb
NDUFB8	DGIdb
XPNPEP3	DGIdb
METAP1D	DGIdb
KIR3DL2	DGIdb
SOAT2	DGIdb
STK38L	DGIdb
SF3B2	DGIdb
CARM1	DGIdb
CANX	DGIdb
LAMP1	DGIdb
NODAL	DGIdb
ANKFN1	DGIdb
KCNMB1	DGIdb
SLC24A4	DGIdb
SCGB3A1	DGIdb
CDCA3	DGIdb
GSTM3	DGIdb
EOMES	DGIdb
GRK4	DGIdb
SPINK5	DGIdb
ALG10	DGIdb
SLC22A17	DGIdb
DCP1B	DGIdb
NRP2	DGIdb
PRDX4	DGIdb
PLCE1	DGIdb
CNTN4	DGIdb
RNF8	DGIdb
P2RY8	DGIdb
P2RY6	DGIdb
TXNRD3	DGIdb
SFN	DGIdb
IL37	DGIdb
P4HA1	DGIdb
S100A9	DGIdb
GNL1	DGIdb
HOXD3	DGIdb
CSRP1	DGIdb
GPX7	DGIdb
SLC23A2	DGIdb
HOXA11	DGIdb
COPA	DGIdb
PANX3	DGIdb
GPC5	DGIdb
STAT2	DGIdb
NPEPPS	DGIdb
NGB	DGIdb
PLOD1	DGIdb
GJB5	DGIdb
MYH14	DGIdb
SH2D5	DGIdb
B3GAT1	DGIdb
C7	DGIdb
SLC7A11	DGIdb
SERINC5	DGIdb
SIGLEC10	DGIdb
P2RY13	DGIdb
TENT4A	DGIdb
NDUFAF3	DGIdb
PPP1R3A	DGIdb
LVRN	DGIdb
PPP2CB	DGIdb
EEF1A2	DGIdb
BRSK2	DGIdb
TDP2	DGIdb
MUSK	DGIdb
CSH1	DGIdb
MAP2	DGIdb
NR2C1	DGIdb
ADO	DGIdb
PHC1	DGIdb
NUCB2	DGIdb
OGDH	DGIdb
NRXN1	DGIdb
MIEF2	DGIdb
MYBBP1A	DGIdb
AKR7A2	DGIdb
GALNT17	DGIdb
TBL1X	DGIdb
PSPH	DGIdb
LMNB2	DGIdb
DLG2	DGIdb
MIR2054	DGIdb
CDH4	DGIdb
DIAPH3	DGIdb
AGPAT2	DGIdb
BTRC	DGIdb
BSCL2	DGIdb
VDAC3	DGIdb
ITGA1	DGIdb
CCL20	DGIdb
PCYT1B	DGIdb
IMPA1	DGIdb
UBE2T	DGIdb
FRA17B	DGIdb
ARHGAP6	DGIdb
CNTN1	DGIdb
AUH	DGIdb
FRA2I	DGIdb
GUK2	DGIdb
FOXF1	DGIdb
CLNK	DGIdb
CARINH	DGIdb
ATAT1	DGIdb
NDUFA3	DGIdb
SETD4	DGIdb
HSD3B7	DGIdb
FAT1	DGIdb
FEB2	DGIdb
EPHB6	DGIdb
EPHA4	DGIdb
METAP1	DGIdb
NPEPL1	DGIdb
MALT1	DGIdb
KLK7	DGIdb
INPPL1	DGIdb
RUNX2	DGIdb
SV2B	DGIdb
ZNF385D	DGIdb
LARS1	DGIdb
SZRD1	DGIdb
PVT1	DGIdb
XRCC4	DGIdb
NELL1	DGIdb
TTC6	DGIdb
UGGT2	DGIdb
ILKAP	DGIdb
XYLT2	DGIdb
P2RY14	DGIdb
P2RY10	DGIdb
PYGB	DGIdb
FUT3	DGIdb
MRM2	DGIdb
BMP1	DGIdb
GSTM4	DGIdb
EDA	DGIdb
FRA1J	DGIdb
GPR6	DGIdb
HMG1P	DGIdb
PANX2	DGIdb
HOXB3	DGIdb
H3-3A	DGIdb
FRA9E	DGIdb
KMT2C	DGIdb
TREM1	DGIdb
ADGRE2	DGIdb
TREML4	DGIdb
VPS13D	DGIdb
TSPAN5	DGIdb
BEST3	DGIdb
PLAGL1	DGIdb
PTPRN2	DGIdb
MAPKAPK5	DGIdb
MTF1	DGIdb
CLCNKA	DGIdb
SLC25A3	DGIdb
PPIG	DGIdb
ATP6V0C	DGIdb
GFRA3	DGIdb
AIP	DGIdb
OXER1	DGIdb
SLC4A1	DGIdb
CDB2	DGIdb
CASP4	DGIdb
UNC119	DGIdb
CASP10	DGIdb
TMCO6	DGIdb
ARID4A	DGIdb
FRA6E	DGIdb
MCHR2	DGIdb
NPAS3	DGIdb
CHI3L1	DGIdb
POU2F2	DGIdb
GMPS	DGIdb
SV2C	DGIdb
TNNT3	DGIdb
CD1D	DGIdb
PEBP1	DGIdb
SDC2	DGIdb
SOS1	DGIdb
SOCS6	DGIdb
STIM2	DGIdb
STRAP	DGIdb
TEAD1	DGIdb
CSRP3	DGIdb
ZIC4	DGIdb
TOR1A	DGIdb
RGS2	DGIdb
IBA57	DGIdb
DGKB	DGIdb
PGLYRP4	DGIdb
KLRC4	DGIdb
MAFB	DGIdb
SLC12A8	DGIdb
TNRC6A	DGIdb
MIR582	DGIdb
GALNT18	DGIdb
NPHS1	DGIdb
TNFRSF13B	DGIdb
GYG1	DGIdb
SERPINB2	DGIdb
MAT2A	DGIdb
SLC40A1	DGIdb
HSPE1	DGIdb
IFNW1	DGIdb
TRPC4	DGIdb
CD24P3	DGIdb
FNL1	DGIdb
CYP2B7P	DGIdb
ACTG2	DGIdb
CSN3	DGIdb
FTH1P1	DGIdb
GJA1P1	DGIdb
PARG	DGIdb
CTSLP8	DGIdb
TCF3	DGIdb
ISG15	DGIdb
ARHGAP28	DGIdb
MT3	DGIdb
AKAP13	DGIdb
FRA7D	DGIdb
POLR1A	DGIdb
NCOA2	DGIdb
RNASEL	DGIdb
OGG1	DGIdb
P2RX1	DGIdb
TRIT1	DGIdb
MED19	DGIdb
SLC1A4	DGIdb
SMYD3	DGIdb
TAP1	DGIdb
FBXL19	DGIdb
MOB3B	DGIdb
GBP6	DGIdb
CNPY4	DGIdb
ARAP2	DGIdb
CNTN5	DGIdb
CST5	DGIdb
SDK1	DGIdb
IL27	DGIdb
SLC31A1	DGIdb
COQ8B	DGIdb
PRIMPOL	DGIdb
ITPKC	DGIdb
AGAP1	DGIdb
THSD7B	DGIdb
FOXF2	DGIdb
BST1	DGIdb
RARS1	DGIdb
TBX2	DGIdb
MED12L	DGIdb
NUDT1	DGIdb
KNG1	DGIdb
ORMDL3	DGIdb
NCK1	DGIdb
GPR139	DGIdb
SLC5A5	DGIdb
RNF43	DGIdb
M6PR	DGIdb
LCT	DGIdb
GNE	DGIdb
SLC6A11	DGIdb
UCP3	DGIdb
NKX6-1	DGIdb
PAX5	DGIdb
DMXL1	DGIdb
KLF9	DGIdb
BTF3	DGIdb
CATHL1L	DGIdb
FRA1B	DGIdb
FRV3	DGIdb
FRA14B	DGIdb
DLD	DGIdb
FTH1P3	DGIdb
GAB1	DGIdb
DMBT1	DGIdb
FRDA2	DGIdb
NAPRT	DGIdb
S100A8	DGIdb
KHK	DGIdb
PHETA2	DGIdb
IL10RA	DGIdb
SPARC	DGIdb
EIF2AK1	DGIdb
GANAB	DGIdb
TK2	DGIdb
TNK1	DGIdb
EDN3	DGIdb
IL17RC	DGIdb
STAR	DGIdb
PLEKHA6	DGIdb
STN1	DGIdb
HOMER1	DGIdb
KCNE2	DGIdb
CUX2	DGIdb
AKR1C2	DGIdb
KLK2	DGIdb
LYVE1	DGIdb
MAP3K2	DGIdb
MMP21	DGIdb
GAPVD1	DGIdb
SLC39A8	DGIdb
FYB1	DGIdb
GSM1	DGIdb
TMEM43	DGIdb
SNX9	DGIdb
FRA2J	DGIdb
FTH1P21	DGIdb
HOXD9	DGIdb
GKP5	DGIdb
CIP2A	DGIdb
PPP2R2A	DGIdb
ATG16L1	DGIdb
ARAP1	DGIdb
TXNIP	DGIdb
RTKN2	DGIdb
ARHGAP35	DGIdb
GPS1	DGIdb
PCGF3	DGIdb
TIE1	DGIdb
NHLH1	DGIdb
PNPT1	DGIdb
HSPB6	DGIdb
SRGN	DGIdb
SLC34A2	DGIdb
STK32B	DGIdb
MAZ	DGIdb
NTF4	DGIdb
CCNY	DGIdb
EMSY	DGIdb
RABGAP1L	DGIdb
GSKIP	DGIdb
PTPN4	DGIdb
AMCN	DGIdb
FRA8B	DGIdb
FRA8D	DGIdb
CRTAP	DGIdb
PTPRS	DGIdb
EFNA5	DGIdb
EGI	DGIdb
GSPT1	DGIdb
HOXB2	DGIdb
GPS2	DGIdb
SPTSSB	DGIdb
FRA10C	DGIdb
GPRC5D	DGIdb
TRPC1	DGIdb
UBR1	DGIdb
PAPLN	DGIdb
MSANTD1	DGIdb
PPA2	DGIdb
IKZF3	DGIdb
SEMA6A	DGIdb
OR2B11	DGIdb
PROX1	DGIdb
DCX	DGIdb
GRID1	DGIdb
